"5","Registration for our website :   Our Site may at times require a free registration, which enables full access to the information and resources offered on our Site. A unique email address must be supplied to register.  ","Explicit","First Party Collection/Use"
"6","Paid Products and Services :   While the majority of our Site is free, we may charge fees for select products and services. To enable the purchase of these and other products, we collect your telephone number, e-mail address, billing address and credit card information.  ","Explicit","First Party Collection/Use"
"7","Support of Member Stations and other public broadcasting entities :   On certain pages within the Site, PBS may offer visitors the opportunity to make a donation in support of public broadcasting entities, programs and series, or to order products, subscriptions or other services offered by PBS Member Stations. If a visitor chooses to make a donation or order such other products or services, PBS will collect and store your telephone number, e-mail address, billing address and credit card information.  ","Explicit","First Party Collection/Use"
"8","Forums, Feedback and Content Submissions :   On some pages of the Site, you can submit content to be published, make community postings, comments, suggestions, and vote. We may collect name, address, and e-mail addresses in connection with these activities.  ","Explicit","First Party Collection/Use"
"12"," B. Non-personally Identifiable Information    In addition to information that you provide to us, we may also collect and store certain non-personally identifiable information automatically when using the Site. This information helps us improve the experience you and other visitors have with the Site.  ","Implicit","First Party Collection/Use"
"14","As is common practice among web sites, we use ""cookies"" and similar technologies. Cookies are text files which store your preferences. No personal information is ever stored in a PBS cookie, even if you have entered your name or email address on other parts of the Site.  ","Implicit","First Party Collection/Use"
"14","As is common practice among web sites, we use ""cookies"" and similar technologies. Cookies are text files which store your preferences. No personal information is ever stored in a PBS cookie, even if you have entered your name or email address on other parts of the Site.  ","Implicit","First Party Collection/Use"
"14","As is common practice among web sites, we use ""cookies"" and similar technologies. Cookies are text files which store your preferences. No personal information is ever stored in a PBS cookie, even if you have entered your name or email address on other parts of the Site.  ","Implicit","First Party Collection/Use"
"20","We (which includes our service providers) will use these addresses to respond to the general purposes for which we collected the information, to provide services and to operate the Site, including to respond to inquiries, to process credit card payments and billing, shipping, e-mail distribution, list processing and analysis, promotions management, to send information about PBS programs, Site, services, membership or to correspond about a purchase or product offers. For example, shoppbs.org uses a third party fulfillment agent to manage orders, credit card processing, order fulfillment and shipping, and related tasks.  ","Explicit","First Party Collection/Use"
"26","We reserve the right to send you e-mail relating to your account status. This includes order confirmations, renewal/expiration notices, notices of credit card problems, other transactional e-mails and notifications about major changes to our Site. If you have registered for online discussions or other services, you may receive e-mail specific to your participation in those activities.  ","Explicit","First Party Collection/Use"
"29","PBS uses the content from the cookies to deliver relevant local resources, remember browser preferences, and improve our visitors' experiences on the Site. PBS does not sell information collected by cookies nor use the information for commerce-related purposes. In addition, PBS will not filter content based on your preferences without permission.  ","Implicit","First Party Collection/Use"
"29","PBS uses the content from the cookies to deliver relevant local resources, remember browser preferences, and improve our visitors' experiences on the Site. PBS does not sell information collected by cookies nor use the information for commerce-related purposes. In addition, PBS will not filter content based on your preferences without permission.  ","Implicit","First Party Collection/Use"
"30","PBS uses cookies at the following times:   A cookie may automatically localize pbs.org to the PBS station nearest you. You can choose to have your computer remember a different station or no station at all at any time.  If you watch a video clip or listen to an audio clip on pbs.org, a cookie may remember which media player and type of clip you prefer to use on your computer. You can change your video and audio preferences at any time, or choose a player each time you view of listen to a clip.  A cookie will tell us which pages you visit and the amount of time between each page visit. The cookie does not remember any information about you or your computer; it just helps us at PBS monitor Site usage and traffic; for example, it allows us to measure the number of repeat visitors to pbs.org in a given month. This data is only used in the aggregate. ","Implicit","First Party Collection/Use"
"30","PBS uses cookies at the following times:   A cookie may automatically localize pbs.org to the PBS station nearest you. You can choose to have your computer remember a different station or no station at all at any time.  If you watch a video clip or listen to an audio clip on pbs.org, a cookie may remember which media player and type of clip you prefer to use on your computer. You can change your video and audio preferences at any time, or choose a player each time you view of listen to a clip.  A cookie will tell us which pages you visit and the amount of time between each page visit. The cookie does not remember any information about you or your computer; it just helps us at PBS monitor Site usage and traffic; for example, it allows us to measure the number of repeat visitors to pbs.org in a given month. This data is only used in the aggregate. ","Implicit","First Party Collection/Use"
"30","PBS uses cookies at the following times:   A cookie may automatically localize pbs.org to the PBS station nearest you. You can choose to have your computer remember a different station or no station at all at any time.  If you watch a video clip or listen to an audio clip on pbs.org, a cookie may remember which media player and type of clip you prefer to use on your computer. You can change your video and audio preferences at any time, or choose a player each time you view of listen to a clip.  A cookie will tell us which pages you visit and the amount of time between each page visit. The cookie does not remember any information about you or your computer; it just helps us at PBS monitor Site usage and traffic; for example, it allows us to measure the number of repeat visitors to pbs.org in a given month. This data is only used in the aggregate. ","Implicit","First Party Collection/Use"
