"76","For Sterling Publishing : If, at any time, you wish to no longer receive ENewsletters from Sterling Publishing Co., Inc., Lark Crafts, and/or FlashKids.com, please click on the link for opt out instructions contained at the bottom of each ENewsletter. You can change your personal information and your communication preferences when you follow this link.  ","Edit information","User Access, Edit and Deletion"
"81"," Online Community Users    Barnes & Noble provides you with the ability to access, correct, change or request deletion of the personal information in your community profile(s) at any time by following the instructions below. We will respond to all access requests within 30 days. However, you cannot currently change your profile name although you may re-register and choose a new name. To review or modify your profile information, please click here. Please be advised that Barnes & Noble may archive information it collects on its community and visitors. Additionally, by participating in the Barnes & Noble online interactive community, and using Barnes & Noble's various interactive offerings, including, the submission of customer reviews, or participation in the Barnes & Noble Book Clubs, you agree to receive communications from Barnes & Noble, other users, and moderators related to the provision of these services.  ","View","User Access, Edit and Deletion"
"81"," Online Community Users    Barnes & Noble provides you with the ability to access, correct, change or request deletion of the personal information in your community profile(s) at any time by following the instructions below. We will respond to all access requests within 30 days. However, you cannot currently change your profile name although you may re-register and choose a new name. To review or modify your profile information, please click here. Please be advised that Barnes & Noble may archive information it collects on its community and visitors. Additionally, by participating in the Barnes & Noble online interactive community, and using Barnes & Noble's various interactive offerings, including, the submission of customer reviews, or participation in the Barnes & Noble Book Clubs, you agree to receive communications from Barnes & Noble, other users, and moderators related to the provision of these services.  ","Edit information","User Access, Edit and Deletion"
"81"," Online Community Users    Barnes & Noble provides you with the ability to access, correct, change or request deletion of the personal information in your community profile(s) at any time by following the instructions below. We will respond to all access requests within 30 days. However, you cannot currently change your profile name although you may re-register and choose a new name. To review or modify your profile information, please click here. Please be advised that Barnes & Noble may archive information it collects on its community and visitors. Additionally, by participating in the Barnes & Noble online interactive community, and using Barnes & Noble's various interactive offerings, including, the submission of customer reviews, or participation in the Barnes & Noble Book Clubs, you agree to receive communications from Barnes & Noble, other users, and moderators related to the provision of these services.  ","Edit information","User Access, Edit and Deletion"
"81"," Online Community Users    Barnes & Noble provides you with the ability to access, correct, change or request deletion of the personal information in your community profile(s) at any time by following the instructions below. We will respond to all access requests within 30 days. However, you cannot currently change your profile name although you may re-register and choose a new name. To review or modify your profile information, please click here. Please be advised that Barnes & Noble may archive information it collects on its community and visitors. Additionally, by participating in the Barnes & Noble online interactive community, and using Barnes & Noble's various interactive offerings, including, the submission of customer reviews, or participation in the Barnes & Noble Book Clubs, you agree to receive communications from Barnes & Noble, other users, and moderators related to the provision of these services.  ","Edit information","User Access, Edit and Deletion"
"81"," Online Community Users    Barnes & Noble provides you with the ability to access, correct, change or request deletion of the personal information in your community profile(s) at any time by following the instructions below. We will respond to all access requests within 30 days. However, you cannot currently change your profile name although you may re-register and choose a new name. To review or modify your profile information, please click here. Please be advised that Barnes & Noble may archive information it collects on its community and visitors. Additionally, by participating in the Barnes & Noble online interactive community, and using Barnes & Noble's various interactive offerings, including, the submission of customer reviews, or participation in the Barnes & Noble Book Clubs, you agree to receive communications from Barnes & Noble, other users, and moderators related to the provision of these services.  ","Edit information","User Access, Edit and Deletion"
"81"," Online Community Users    Barnes & Noble provides you with the ability to access, correct, change or request deletion of the personal information in your community profile(s) at any time by following the instructions below. We will respond to all access requests within 30 days. However, you cannot currently change your profile name although you may re-register and choose a new name. To review or modify your profile information, please click here. Please be advised that Barnes & Noble may archive information it collects on its community and visitors. Additionally, by participating in the Barnes & Noble online interactive community, and using Barnes & Noble's various interactive offerings, including, the submission of customer reviews, or participation in the Barnes & Noble Book Clubs, you agree to receive communications from Barnes & Noble, other users, and moderators related to the provision of these services.  ","Other","User Access, Edit and Deletion"
"81"," Online Community Users    Barnes & Noble provides you with the ability to access, correct, change or request deletion of the personal information in your community profile(s) at any time by following the instructions below. We will respond to all access requests within 30 days. However, you cannot currently change your profile name although you may re-register and choose a new name. To review or modify your profile information, please click here. Please be advised that Barnes & Noble may archive information it collects on its community and visitors. Additionally, by participating in the Barnes & Noble online interactive community, and using Barnes & Noble's various interactive offerings, including, the submission of customer reviews, or participation in the Barnes & Noble Book Clubs, you agree to receive communications from Barnes & Noble, other users, and moderators related to the provision of these services.  ","Delete account (full)","User Access, Edit and Deletion"
"81"," Online Community Users    Barnes & Noble provides you with the ability to access, correct, change or request deletion of the personal information in your community profile(s) at any time by following the instructions below. We will respond to all access requests within 30 days. However, you cannot currently change your profile name although you may re-register and choose a new name. To review or modify your profile information, please click here. Please be advised that Barnes & Noble may archive information it collects on its community and visitors. Additionally, by participating in the Barnes & Noble online interactive community, and using Barnes & Noble's various interactive offerings, including, the submission of customer reviews, or participation in the Barnes & Noble Book Clubs, you agree to receive communications from Barnes & Noble, other users, and moderators related to the provision of these services.  ","Delete account (full)","User Access, Edit and Deletion"
"82","You may access, correct or change the personal information in your community profile(s) on Lark Crafts at any time. To review or modify your profile information, log in to larkcrafts.com. Additionally, by using Lark Crafts' various interactive offerings, you agree to receive communications from Barnes & Noble, Lark Crafts, other users, and moderators related to the provision of these services.  ","View","User Access, Edit and Deletion"
"82","You may access, correct or change the personal information in your community profile(s) on Lark Crafts at any time. To review or modify your profile information, log in to larkcrafts.com. Additionally, by using Lark Crafts' various interactive offerings, you agree to receive communications from Barnes & Noble, Lark Crafts, other users, and moderators related to the provision of these services.  ","Edit information","User Access, Edit and Deletion"
"83","You may also access, correct or change the personal information in your community profile(s) on SparkNotes.com at any time, except to change your username. To review or modify your profile information, log in to SparkNotes.com. Additionally, by using SparkNotes.com's various interactive offerings, you agree to receive communications from Barnes & Noble, SparkNotes, other users, and moderators related to the provision of these services.  ","View","User Access, Edit and Deletion"
"83","You may also access, correct or change the personal information in your community profile(s) on SparkNotes.com at any time, except to change your username. To review or modify your profile information, log in to SparkNotes.com. Additionally, by using SparkNotes.com's various interactive offerings, you agree to receive communications from Barnes & Noble, SparkNotes, other users, and moderators related to the provision of these services.  ","Edit information","User Access, Edit and Deletion"
"83","You may also access, correct or change the personal information in your community profile(s) on SparkNotes.com at any time, except to change your username. To review or modify your profile information, log in to SparkNotes.com. Additionally, by using SparkNotes.com's various interactive offerings, you agree to receive communications from Barnes & Noble, SparkNotes, other users, and moderators related to the provision of these services.  ","Edit information","User Access, Edit and Deletion"
"83","You may also access, correct or change the personal information in your community profile(s) on SparkNotes.com at any time, except to change your username. To review or modify your profile information, log in to SparkNotes.com. Additionally, by using SparkNotes.com's various interactive offerings, you agree to receive communications from Barnes & Noble, SparkNotes, other users, and moderators related to the provision of these services.  ","Edit information","User Access, Edit and Deletion"
"83","You may also access, correct or change the personal information in your community profile(s) on SparkNotes.com at any time, except to change your username. To review or modify your profile information, log in to SparkNotes.com. Additionally, by using SparkNotes.com's various interactive offerings, you agree to receive communications from Barnes & Noble, SparkNotes, other users, and moderators related to the provision of these services.  ","Edit information","User Access, Edit and Deletion"
"88","If you are a parent or guardian who believes that your Minor under the age of 13 has submitted personal information or other information to us without your consent, please contact privacy@barnesandnoble.com. Once we verify that you are the parent or legal guardian, at your request, we will promptly provide to you information regarding what, if any, personal information we have collected about your child and how it has been used or shared. We will, at your request, remove personal information about your child from its database and instruct our affiliates and third party partners to do the same.  ","Edit information","User Access, Edit and Deletion"
"89","If you are a Minor under the age of 18, you may request and obtain removal of certain content or information posted on Barnes & Noble Websites and Apps by sending an email to privacy@barnesandnoble.com with ?Privacy Rights for Minors? in the subject line. Please be advised that our removal of your post(s) does not ensure complete or comprehensive removal of the content or information you have posted on Barnes & Noble Websites or Apps.  ","Delete account (partial)","User Access, Edit and Deletion"
"89","If you are a Minor under the age of 18, you may request and obtain removal of certain content or information posted on Barnes & Noble Websites and Apps by sending an email to privacy@barnesandnoble.com with ?Privacy Rights for Minors? in the subject line. Please be advised that our removal of your post(s) does not ensure complete or comprehensive removal of the content or information you have posted on Barnes & Noble Websites or Apps.  ","Edit information","User Access, Edit and Deletion"
"91"," Accessing your information    You have the right to ask us not to use your personal information for direct marketing purposes. You also have the right to request a copy of the personal information that we hold about you and to have any inaccuracies rectified. Please note that, as permitted by law, we may charge a nominal fee for information requests and may require you to prove your identity. Following a request, we will use reasonable efforts to supply, correct or delete personal information about you in our files. Please address written requests and questions about this to privacy@barnesandnoble.com. We will respond to all access requests within 30 days.  ","Other","User Access, Edit and Deletion"
"91"," Accessing your information    You have the right to ask us not to use your personal information for direct marketing purposes. You also have the right to request a copy of the personal information that we hold about you and to have any inaccuracies rectified. Please note that, as permitted by law, we may charge a nominal fee for information requests and may require you to prove your identity. Following a request, we will use reasonable efforts to supply, correct or delete personal information about you in our files. Please address written requests and questions about this to privacy@barnesandnoble.com. We will respond to all access requests within 30 days.  ","View","User Access, Edit and Deletion"
"91"," Accessing your information    You have the right to ask us not to use your personal information for direct marketing purposes. You also have the right to request a copy of the personal information that we hold about you and to have any inaccuracies rectified. Please note that, as permitted by law, we may charge a nominal fee for information requests and may require you to prove your identity. Following a request, we will use reasonable efforts to supply, correct or delete personal information about you in our files. Please address written requests and questions about this to privacy@barnesandnoble.com. We will respond to all access requests within 30 days.  ","Edit information","User Access, Edit and Deletion"
